Service Area,Account Description,Creditor,Transaction Date,JV Reference,JV Date,JV Value
Childrens Services,Food Costs,TESCO STORES 644,24/04/2014,383,20/05/2014,205.62
Childrens Services,Food Costs,TESCO STORES 644,02/04/2014,71,20/05/2014,226.13
Childrens Services,Food Costs,TESCO STORES 644,02/04/2014,70,20/05/2014,-230.3
Childrens Services,Food Costs,TESCO STORES 644,29/04/2014,384,20/05/2014,177.31
Childrens Services,Equipment and Materials Purcha,THOMPSONS OF CREWS,17/04/2014,341,20/05/2014,5.5
Childrens Services,Equipment and Materials Purcha,THOMPSONS OF CREWS,18/04/2014,344,20/05/2014,8.25
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,11/04/2014,330,20/05/2014,4.7
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,11/04/2014,324,20/05/2014,2.65
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,08/04/2014,307,20/05/2014,12.3
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,08/04/2014,309,20/05/2014,2.65
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,08/04/2014,311,20/05/2014,15.37
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,09/04/2014,313,20/05/2014,38.32
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,09/04/2014,315,20/05/2014,14.45
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,09/04/2014,317,20/05/2014,2.2
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,09/04/2014,319,20/05/2014,13.2
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,11/04/2014,322,20/05/2014,7.33
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,11/04/2014,326,20/05/2014,2.85
Childrens Services,Building Repairs & Maintenance,TP WINCHMORE HILL,11/04/2014,328,20/05/2014,14.45
Childrens Services,Equipment and Materials Purcha,TP WINCHMORE HILL,01/05/2014,377,20/05/2014,16
Childrens Services,Equipment and Materials Purcha,TP WINCHMORE HILL,15/04/2014,337,20/05/2014,16.43
Childrens Services,Equipment and Materials Purcha,TP WINCHMORE HILL,15/04/2014,335,20/05/2014,8.79
Childrens Services,Equipment and Materials Purcha,TP WINCHMORE HILL,15/04/2014,333,20/05/2014,7.44
Childrens Services,Travelling Expenses,TRAINLINE.COM,28/04/2014,243,20/05/2014,94.55
Deputy Chief Operating Officer,Advertising,TYPOFONDERIE,24/04/2014,154,20/05/2014,123.69
Childrens Services,Publications,UK LITERACY ASS,09/04/2014,272,20/05/2014,54
Childrens Services,Training,UNI OF DURHAM,29/04/2014,102,20/05/2014,150
Childrens Services,Telephones Calls,VODAFONE,29/04/2014,258,20/05/2014,259.98
Adults and Communities,Other Services,VOUCHER EXPRESS B2B,07/04/2014,190,20/05/2014,400
Childrens Services,Other Services,VUE BSL LTD,10/04/2014,166,20/05/2014,7.1
Childrens Services,Other Services,VUE BSL LTD,21/04/2014,168,20/05/2014,21.3
Childrens Services,Other Services,VUE CINEMAS SITE,07/04/2014,283,20/05/2014,23.05
Deputy Chief Operating Officer,Other Indirect Employee Expens,WAITROSE 67,09/04/2014,106,20/05/2014,12.62
Childrens Services,Training,WESTMINSTER FORUM,14/04/2014,216,20/05/2014,228
Childrens Services,Books-CDs-Audio-Video,WH SMITH,30/04/2014,77,20/05/2014,7.99
Childrens Services,Building Repairs & Maintenance,WICKES,09/04/2014,321,20/05/2014,3.4
Childrens Services,Building Repairs & Maintenance,WICKES,02/04/2014,298,20/05/2014,10.58
Childrens Services,Building Repairs & Maintenance,WICKES,04/04/2014,300,20/05/2014,20.97
Childrens Services,Building Repairs & Maintenance,WICKES,11/04/2014,332,20/05/2014,29.05
Childrens Services,Training,WP-THE EAR FOUNDAT,09/04/2014,210,20/05/2014,95
Street Scene,Advertising,WWW.BLUESKY-WORLD.C,17/04/2014,3,20/05/2014,117.6
Childrens Services,Equipment and Materials Purcha,WWW.CRAZYSAND.CO.UK,16/04/2014,182,20/05/2014,43.15
Deputy Chief Operating Officer,Advertising,WWW.GETTYIMAGES.COM,21/04/2014,153,20/05/2014,58.25
Childrens Services,Cleaning and domestic material,WWW.HOBARTUK.CO.UK,14/04/2014,12,20/05/2014,329.43
Childrens Services,Equipment and Materials Purcha,WWW.HOMESECURESHOP.,18/04/2014,345,20/05/2014,46.76
Childrens Services,Food Costs,WWW.MILKANDMORE.CO.,23/04/2014,55,20/05/2014,76.8
Childrens Services,IT Services,WWW.MISCO.CO.UK,10/04/2014,213,20/05/2014,3.99
Childrens Services,IT Services,WWW.MISCO.CO.UK,10/04/2014,211,20/05/2014,11.66
Childrens Services,Training,WWW.NASEN.ORG.UK,10/04/2014,215,20/05/2014,581.9
Childrens Services,Stationery,WWW.PHOTOPAPERDIRE,14/04/2014,173,20/05/2014,86.17
Childrens Services,Postage,WWW.ROYALMAIL.COM,08/04/2014,138,20/05/2014,62
Adults and Communities,Postage,WWW.ROYALMAIL.COM,16/04/2014,145,20/05/2014,124
Childrens Services,Equipment and Materials Purcha,WWW.TTS-GROUPS.CO.U,25/04/2014,297,20/05/2014,136.58
Childrens Services,Equipment and Materials Purcha,WWW.WESCO-GROUP.COM,07/04/2014,259,20/05/2014,46.2
Childrens Services,Training,WWW.WESTMINSTER-BRI,10/04/2014,273,20/05/2014,270
Deputy Chief Operating Officer,Training,WWW.WESTMINSTER-BRI,02/04/2014,189,20/05/2014,354
Childrens Services,Private Contractors - Third Pa,amazonpayments.co.u,02/04/2014,195,20/05/2014,499
Childrens Services,Other Transfer Payments to Soc,2 MERCHANDISE,21/05/2014,687,17/06/2014,25
Childrens Services,Private Contractors - Third Pa,ABLE GROUP UK,16/05/2014,711,17/06/2014,136.8
Childrens Services,Equipment and Materials Purcha,APPLE ITUNES STORE-,15/05/2014,709,17/06/2014,4.55
Childrens Services,Equipment and Materials Purcha,ARGOS LTD,19/05/2014,420,17/06/2014,31.34
Childrens Services,Equipment and Materials Purcha,ARGOS LTD,19/05/2014,421,17/06/2014,-32.99
Childrens Services,Equipment and Materials Purcha,ARGOS RETAIL GROUP,30/05/2014,831,17/06/2014,43.94
Childrens Services,Equipment and Materials Purcha,ARGOS RETAIL GROUP,02/05/2014,737,17/06/2014,259.99
Childrens Services,Equipment and Materials Purcha,ARGOS RETAIL GROUP,30/05/2014,703,17/06/2014,35.93
Childrens Services,Equipment and Materials Purcha,ARGOS RETAIL GROUP,13/05/2014,478,17/06/2014,88.94
Childrens Services,Cleaning and domestic material,ASDA HOME DELIVERY,07/05/2014,405,17/06/2014,5.95
Childrens Services,Cleaning and domestic material,ASDA HOME DELIVERY,26/05/2014,427,17/06/2014,23.92
Childrens Services,Cleaning and domestic material,ASDA HOME DELIVERY,20/05/2014,423,17/06/2014,2
Childrens Services,Cleaning and domestic material,ASDA HOME DELIVERY,13/05/2014,413,17/06/2014,18.27
Childrens Services,Cleaning and domestic material,ASDA HOME DELIVERY,28/05/2014,431,17/06/2014,6.27
Childrens Services,Food Costs,ASDA HOME DELIVERY,26/05/2014,428,17/06/2014,136.13
Childrens Services,Food Costs,ASDA HOME DELIVERY,28/05/2014,430,17/06/2014,222.75
Childrens Services,Food Costs,ASDA HOME DELIVERY,13/05/2014,412,17/06/2014,200.01
Childrens Services,Food Costs,ASDA HOME DELIVERY,20/05/2014,422,17/06/2014,240.58
Childrens Services,Food Costs,ASDA HOME DELIVERY,19/05/2014,419,17/06/2014,66.73
Childrens Services,Food Costs,ASDA HOME DELIVERY,07/05/2014,404,17/06/2014,206.65
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,07/05/2014,527,17/06/2014,15.46
Childrens Services,Food Costs,ASDA SUPERSTORE,21/05/2014,528,17/06/2014,5
Childrens Services,Cleaning and domestic material,ASDA SUPERSTORE,13/05/2014,749,17/06/2014,7.58
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,15/05/2014,750,17/06/2014,25
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,02/06/2014,763,17/06/2014,20
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,22/05/2014,753,17/06/2014,23.85
Childrens Services,Food Costs,ASDA SUPERSTORE,02/06/2014,764,17/06/2014,83.4
Childrens Services,Food Costs,ASDA SUPERSTORE,22/05/2014,754,17/06/2014,13.71
Childrens Services,Food Costs,ASDA SUPERSTORE,15/05/2014,751,17/06/2014,15.29
Childrens Services,Food Costs,ASDA SUPERSTORE,13/05/2014,748,17/06/2014,119.18
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,08/05/2014,407,17/06/2014,2
Childrens Services,Food Costs,ASDA SUPERSTORE,08/05/2014,406,17/06/2014,4
Childrens Services,Equipment and Materials Purcha,ASDA SUPERSTORE,07/05/2014,729,17/06/2014,2.48
CSG Managed Budget,Private Contractors - Third Pa,Am.UK Xing FOR LAT,09/05/2014,807,17/06/2014,274.8
Childrens Services,Equipment and Materials Purcha,Amazon EU,26/05/2014,725,17/06/2014,105.12
Childrens Services,Equipment and Materials Purcha,Amazon EU,21/05/2014,721,17/06/2014,92.89
Childrens Services,Equipment and Materials Purcha,Amazon EU,26/05/2014,724,17/06/2014,67.31
Childrens Services,Equipment and Materials Purcha,Amazon EU,26/05/2014,726,17/06/2014,88.33
Childrens Services,Equipment and Materials Purcha,Amazon EU,02/05/2014,448,17/06/2014,31.74
Childrens Services,Stationery,Amazon EU,30/05/2014,742,17/06/2014,40.27
Childrens Services,Books-CDs-Audio-Video,Amazon EU,05/05/2014,432,17/06/2014,12.5
Childrens Services,Books-CDs-Audio-Video,Amazon EU,22/05/2014,433,17/06/2014,16.14
Childrens Services,Books-CDs-Audio-Video,Amazon EU,02/05/2014,476,17/06/2014,22.74
Childrens Services,Equipment and Materials Purcha,Amazon EU,30/05/2014,677,17/06/2014,40.51
Childrens Services,Grounds maintenance,Amazon EU,21/05/2014,782,17/06/2014,21.4
Childrens Services,Equipment and Materials Purcha,Amazon EU,19/05/2014,770,17/06/2014,28.82
Childrens Services,Equipment and Materials Purcha,Amazon EU,13/05/2014,769,17/06/2014,157.48
Childrens Services,Stationery,Amazon EU,20/05/2014,773,17/06/2014,-157.48
Childrens Services,Food Costs,Amazon Mktplce EU-U,29/05/2014,398,17/06/2014,129.93
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,26/05/2014,722,17/06/2014,1.19
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,26/05/2014,723,17/06/2014,1.98
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,26/05/2014,727,17/06/2014,3.98
Childrens Services,Stationery,Amazon Mktplce EU-U,21/05/2014,741,17/06/2014,16.7
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/05/2014,442,17/06/2014,18.87
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,20/05/2014,443,17/06/2014,9.74
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,14/05/2014,788,17/06/2014,269.58
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,02/06/2014,679,17/06/2014,9.25
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,30/05/2014,676,17/06/2014,25.15
Childrens Services,Equipment and Materials Purcha,Amazon Mktplce EU-U,02/06/2014,678,17/06/2014,15.66
Childrens Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,05/05/2014,767,17/06/2014,159.97
CSG Managed Budget,Books-CDs-Audio-Video,Amazon Mktplce EU-U,23/05/2014,814,17/06/2014,13.3
CSG Managed Budget,Books-CDs-Audio-Video,Amazon Mktplce EU-U,23/05/2014,815,17/06/2014,17.98
CSG Managed Budget,Books-CDs-Audio-Video,Amazon Mktplce EU-U,12/05/2014,808,17/06/2014,28.9
CSG Managed Budget,Books-CDs-Audio-Video,Amazon Mktplce EU-U,12/05/2014,809,17/06/2014,4.86
CSG Managed Budget,Books-CDs-Audio-Video,Amazon Mktplce EU-U,12/05/2014,810,17/06/2014,30.95
CSG Managed Budget,Books-CDs-Audio-Video,Amazon Mktplce EU-U,14/05/2014,811,17/06/2014,14.98
CSG Managed Budget,Books-CDs-Audio-Video,Amazon Mktplce EU-U,23/05/2014,812,17/06/2014,46.29
CSG Managed Budget,Books-CDs-Audio-Video,Amazon Mktplce EU-U,23/05/2014,813,17/06/2014,44.99
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,554,17/06/2014,3.32
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,542,17/06/2014,0.83
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,544,17/06/2014,0.83
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,540,17/06/2014,4.15
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,538,17/06/2014,2.07
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,536,17/06/2014,1.39
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,534,17/06/2014,1.39
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,532,17/06/2014,1.38
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,552,17/06/2014,3.33
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,550,17/06/2014,3.33
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,548,17/06/2014,0.83
Childrens Services,Building Repairs & Maintenance,B Q,05/05/2014,546,17/06/2014,0.83
Childrens Services,Building Repairs & Maintenance,B Q,29/05/2014,717,17/06/2014,59.25
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,712,17/06/2014,19.15
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,714,17/06/2014,19.15
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,635,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,637,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,639,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,641,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,643,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,645,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,647,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,649,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,651,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,653,17/06/2014,4.57
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,655,17/06/2014,4.57
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,657,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,659,17/06/2014,6.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,661,17/06/2014,20.82
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,633,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,665,17/06/2014,1.29
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,631,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,629,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,627,17/06/2014,1.65
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,625,17/06/2014,8.32
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,623,17/06/2014,2.9
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,663,17/06/2014,1.29
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,619,17/06/2014,19.98
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,617,17/06/2014,4.15
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,615,17/06/2014,4.15
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,613,17/06/2014,4.15
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,611,17/06/2014,4.15
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,609,17/06/2014,4.17
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,607,17/06/2014,4.17
Childrens Services,Building Repairs & Maintenance,B Q,16/05/2014,621,17/06/2014,14.98
Childrens Services,Equipment and Materials Purcha,B Q,16/05/2014,595,17/06/2014,1.29
Childrens Services,Equipment and Materials Purcha,B Q,16/05/2014,597,17/06/2014,1.29
Childrens Services,Equipment and Materials Purcha,B Q,16/05/2014,599,17/06/2014,1.29
Childrens Services,Equipment and Materials Purcha,B Q,16/05/2014,601,17/06/2014,1.29
Childrens Services,Equipment and Materials Purcha,B Q,16/05/2014,603,17/06/2014,1.29
Childrens Services,Equipment and Materials Purcha,B Q,16/05/2014,605,17/06/2014,3.33
Childrens Services,Equipment and Materials Purcha,B Q,16/05/2014,593,17/06/2014,1.29
Childrens Services,Other Services,B Q,16/05/2014,587,17/06/2014,50
Childrens Services,Other Services,B Q,16/05/2014,588,17/06/2014,50
Childrens Services,Other Services,B Q,16/05/2014,589,17/06/2014,50
Childrens Services,Other Services,B Q,16/05/2014,590,17/06/2014,50
Childrens Services,Other Services,B Q,16/05/2014,591,17/06/2014,50
Childrens Services,Other Services,B Q,16/05/2014,592,17/06/2014,50
Childrens Services,Equipment and Materials Purcha,BARNET LOCK CENTRE,21/05/2014,523,17/06/2014,13.5
Childrens Services,Equipment and Materials Purcha,BARTLETTS KEY SERVI,07/05/2014,827,17/06/2014,72
Childrens Services,Equipment and Materials Purcha,BARTLETTS KEY SERVI,08/05/2014,829,17/06/2014,35.82
Childrens Services,Equipment and Materials Purcha,BARTLETTS KEY SERVI,08/05/2014,830,17/06/2014,16.25
Childrens Services,Food Costs,BIG BEN SUPERMARKET,14/05/2014,416,17/06/2014,9.97
Deputy Chief Operating Officer,Cleaning and domestic material,BLAKES DRY CLEANER,22/05/2014,493,17/06/2014,40.48
Childrens Services,Food Costs,BP FINCHLEY LANE CO,22/05/2014,574,17/06/2014,5.25
Deputy Chief Operating Officer,Vehicle Running Costs,BP KELLYS CORNER CO,12/05/2014,488,17/06/2014,9
Deputy Chief Operating Officer,Vehicle Running Costs,BP KELLYS CORNER CO,16/05/2014,489,17/06/2014,9
Childrens Services,Vehicle Running Costs,BP KELLYS CORNER CO,12/05/2014,586,17/06/2014,25
Childrens Services,Building Repairs & Maintenance,BQ,28/05/2014,933,17/06/2014,2.5
Childrens Services,Building Repairs & Maintenance,BQ,28/05/2014,935,17/06/2014,3.32
Childrens Services,Building Repairs & Maintenance,BQ,19/05/2014,904,17/06/2014,8.3
Childrens Services,Building Repairs & Maintenance,BQ,19/05/2014,906,17/06/2014,5.69
Childrens Services,Building Repairs & Maintenance,BQ,28/05/2014,931,17/06/2014,0.71
Childrens Services,Building Repairs & Maintenance,BQ,28/05/2014,929,17/06/2014,0.82
Childrens Services,Building Repairs & Maintenance,BQ,19/05/2014,908,17/06/2014,5.82
Childrens Services,Building Repairs & Maintenance,BQ,19/05/2014,902,17/06/2014,3.32
Childrens Services,Equipment and Materials Purcha,BQ,19/05/2014,910,17/06/2014,7.9
Childrens Services,Equipment and Materials Purcha,BQ,19/05/2014,898,17/06/2014,12.48
Childrens Services,Equipment and Materials Purcha,BQ,19/05/2014,900,17/06/2014,12.48
Childrens Services,Equipment and Materials Purcha,BQ,16/05/2014,667,17/06/2014,13.73
Childrens Services,Equipment and Materials Purcha,BQ,16/05/2014,671,17/06/2014,0.83
Childrens Services,Equipment and Materials Purcha,BQ,19/05/2014,674,17/06/2014,14.15
Childrens Services,Equipment and Materials Purcha,BQ,16/05/2014,669,17/06/2014,7.48
Childrens Services,Publications,BRIGHTON HOVE CC,09/05/2014,389,17/06/2014,600
Childrens Services,Training,BRIT ASS FOR ADOPT/,21/05/2014,740,17/06/2014,118.8
Childrens Services,Conference Expenses,CAPITA BUS SVS-MOTO,12/05/2014,739,17/06/2014,420
Childrens Services,Legal and Court Fees,CAPITA BUS SVS-MOTO,02/06/2014,765,17/06/2014,336
CSG Managed Budget,Legal and Court Fees,CAPITA BUS SVS-MOTO,30/05/2014,816,17/06/2014,478.8
Deputy Chief Operating Officer,Stationery,CARTRIDGE WORLD TUF,19/05/2014,483,17/06/2014,109.99
Childrens Services,Other Services,CATCH 22,21/05/2014,822,17/06/2014,85.05
Childrens Services,Equipment and Materials Purcha,CHUBB ELECTRONIC SE,08/05/2014,786,17/06/2014,686.64
Childrens Services,Food Costs,CO-OP GROUP,08/05/2014,801,17/06/2014,10.49
Childrens Services,Equipment and Materials Purcha,COOPERS OF BARNET,30/05/2014,937,17/06/2014,6.67
Childrens Services,Other Services,CTT CHARITY PAYMENT,29/05/2014,825,17/06/2014,127.75
Childrens Services,Other Services,CTT CHARITY PAYMENT,23/05/2014,824,17/06/2014,250
Childrens Services,Other Services,CTT CHARITY PAYMENT,21/05/2014,823,17/06/2014,150
